datetime,day of week,total,place,angbutter,plain bread,jam,americano,croissant,caffe latte,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,milk tea,gateau chocolat,pandoro,cheese cake,lemon ade,orange pound,wiener,vanila latte,berry ade,tiramisu,merinque cookies
2019-09-21 11:08,Sat,39300,후평 1동,1,,,,3,,,,3,,,,,,,,,1,1,,,,
2019-09-21 11:12,Sat,14000,조운동,,1,1,,1,,,,1,,,,,,,,,,,,,,
2019-09-21 11:19,Sat,23600,후평 3동,1,,,,,,1,1,,,,,,1,1,,,,,,,,
2019-09-21 11:22,Sat,18300,효자 2동,1,,,,,,1,,,1,,,,,,,,,1,,,,
2019-09-21 11:39,Sat,21100,동면,1,,,,2,,,,1,,,,,1,,,,,,,,,
2019-09-21 12:01,Sat,17000,교동,,,,,1,,1,,,,,,,,1,,,,1,,,,
2019-09-21 12:08,Sat,15800,약사명동,1,,,,,,,,,,,,,,1,,,1,,,,,
2019-09-21 12:16,Sat,17600,후평 1동,2,1,,,,,,,,,,,,,,,,,1,,,,
2019-09-21 12:27,Sat,16100,후평 2동,2,,,,,,1,,,,,,,,,,,,,,,,
2019-09-21 12:28,Sat,37900,퇴계동,2,1,1,,,,1,1,,,,,,1,1,,,1,,,,,
2019-09-21 13:38,Sat,18800,효자 2동,1,,,1,1,,,,,,,,,,1,,,,,,,,
2019-09-21 13:56,Sat,25100,신사우동,2,,,1,,,,1,,,,,,,,,,,,,1,,
2019-09-21 14:15,Sat,19300,후평 3동,1,,,1,,,,1,,,,,,,,,,1,,,,,
2019-09-22 11:09,Sun,14100,동면,1,,,,1,,,,,,,,,1,,,,,,,,,
2019-09-22 11:18,Sun,30900,동내면,2,3,,,,,1,,,,,,,1,,,,,1,,,,
2019-09-22 11:33,Sun,14500,후평 2동,,,,,1,,,,,2,,,,,,,,,,,,,
2019-09-22 11:46,Sun,18600,동면,2,,,,2,,,,,,,,,,,,,,,,,,
2019-09-22 12:01,Sun,14100,효자 1동,2,,,,,,,,,,,,,,,,,,1,,,,
2019-09-22 12:05,Sun,17000,동면,,,,,2,,,,1,1,,,,,,,,,,,,,
2019-09-22 12:06,Sun,22300,효자 1동,1,1,,,2,,,,,,,,,,,,,,2,,,,
2019-09-22 12:07,Sun,34100,강남동,2,1,,,2,,,,2,,,,,,,,,,2,,,,
2019-09-22 12:08,Sun,17800,효자 1동,1,,,,1,,,1,1,,,,,,,,,,,,,,
2019-09-22 12:19,Sun,24300,후평 1동,1,,,,1,,,,4,,,,,,,,,,,,,,
2019-09-22 12:33,Sun,15300,조운동,1,1,,,,,,,,,,,,,,,,,2,,,,
2019-09-22 12:51,Sun,14800,후평 2동,1,1,,,,,1,,,,,,,,,,,,,,,,
2019-09-22 12:54,Sun,21300,효자 3동,1,,,1,3,,,,,,,,,,,,,,,,,,
2019-09-22 12:56,Sun,15100,퇴계동,2,,,,1,,,,,,,,,,,,,,,,,,
2019-09-22 13:01,Sun,20000,동면,,,,,,,2,,,,,,,,1,,,1,,,,,
2019-09-23 11:25,Mon,16300,효자 2동,1,,,,1,,,,1,,,,,,,,,,1,,,,
2019-09-23 12:08,Mon,15800,효자 2동,1,,,,,1,1,,,,,,,,,,,,,,,,
2019-09-23 12:43,Mon,15000,후평 3동,,,,1,,1,1,,,,,,,,,,,,,,,,
2019-09-23 13:22,Mon,18300,동면,1,,,,,1,,,2,,,,,,,,,,,,,,
2019-09-23 13:41,Mon,24600,후평 3동,2,,,,,,1,1,,,,,,,,,,1,,,,,
2019-09-23 14:02,Mon,16400,소양동,3,,,,,,,,,,,,,,,,,,,,,,
2019-09-23 15:25,Mon,24900,효자 3동,1,1,1,,,,,,1,,,,,,,,,,,,,,
2019-09-23 15:54,Mon,20500,강남동,,,,,4,,1,,,,,,,,,,,,,,,,
2019-09-23 16:13,Mon,22300,효자 3동,1,1,,,,,,1,1,,,,,,,,,1,,,,,
2019-09-25 11:05,Wed,14800,동면,1,1,,,,,1,,,,,,,,,,,,,,,,
2019-09-25 12:21,Wed,21500,동면,,,,,2,,,,1,,,,,,,,,,,2,,,
2019-09-25 13:12,Wed,49700,소양동,9,,,,,,,,,,,,,,,,,1,,,,,
2019-09-25 15:18,Wed,26300,소양동,,1,,,,,1,,1,2,,,,1,,,,,,,,,
2019-09-25 15:39,Wed,17800,후평 2동,1,1,,,,,,1,1,,,,,,,,,,,,,,
2019-09-25 16:10,Wed,17300,약사명동,1,,,2,,,,,,,,,,,,,,,1,,,,
2019-09-26 11:48,Thur,14500,후평 1동,,,,1,1,,,,,,,,,,,,,,2,,,,
2019-09-26 14:23,Thur,24800,후평 2동,1,,,,,,,,,,,,,,,,,2,,1,1,,
2019-09-26 14:45,Thur,14800,동면,1,1,,,,1,,,,,,,,,,,,,,,,,
2019-09-27 12:30,Fri,21300,신사우동,1,,,1,,1,,,,,,,,,,,,,2,,,,
2019-09-27 13:07,Fri,15800,후평 1동,1,,,,,,,,,,,,,,,,,1,,1,,,
2019-09-27 13:13,Fri,16400,동면,3,,,,,,,,,,,,,,,,,,,,,,
2019-09-27 14:35,Fri,19600,소양동,2,1,,,,,1,,,,,,,,,,,,,,,,
2019-09-27 14:42,Fri,16400,퇴계동,3,,,,,,,,,,,,,,,,,,,,,,
2019-09-27 15:42,Fri,14800,조운동,1,1,,,,1,,,,,,,,,,,,,,,,,
2019-09-27 16:12,Fri,36100,후평 2동,2,,,,3,,,,2,,,,1,,,,,,1,,,,
2019-09-28 11:11,Sat,28700,소양동,4,1,,1,,,,,,,,,,,,,,,,,,,
2019-09-28 11:27,Sat,14300,교동,1,,,1,1,,,,,,,,,,,,,,,,,,
2019-09-28 12:23,Sat,18000,동면,,1,,,,,1,,1,,,,,,1,,,,,,,,
2019-09-28 12:27,Sat,21800,약사명동,1,1,,,1,,,,1,,,,,,,,,,,1,,,
2019-09-28 12:37,Sat,21800,후평 3동,1,,,1,1,,,,1,,,,,,,,,,,,,,
2019-09-28 12:41,Sat,22100,퇴계동,2,1,,,1,,,,1,,,,,,,,,,,,,,
2019-09-28 12:52,Sat,41400,신사우동,3,,,,2,,2,2,,,,,,,,,,,,,,,
2019-09-28 13:36,Sat,14800,석사동,1,,,,,1,,,1,,,,,,,,,,,,,,
2019-09-28 13:52,Sat,27100,후평 2동,1,,,1,1,,1,,,,,,1,1,,,,,,,,,
2019-09-28 14:07,Sat,25800,후평 2동,1,2,2,,,,,,,,,,,,,,,1,,1,,,
2019-09-28 15:11,Sat,20100,신사우동,2,,,,,,,,,,,,,,,,,,3,,,,
2019-09-28 16:01,Sat,15300,후평 1동,1,,,1,,,,,,,,,,,1,,,,,,,,
2019-09-28 16:12,Sat,15800,후평 3동,1,,,,,,1,,,,,,,,,,,1,,,,,
2019-09-29 11:03,Sun,24400,동면,2,,,,,,,,,1,,,1,1,,,,,,,,,
2019-09-29 11:06,Sun,18800,퇴계동,1,,,,1,,,,1,,,,,,,,,,2,,,,
2019-09-29 11:17,Sun,14800,후평 3동,1,,,,,,1,,1,,,,,,,,,,,,,,
2019-09-29 11:30,Sun,17000,후평 2동,,,,,1,,,2,1,,,,,,,,,,,,,,
2019-09-29 11:39,Sun,23100,후평 2동,2,,,,,1,1,,,,,,,,,,,,1,,,,
2019-09-29 11:49,Sun,17300,후평 1동,1,,,,1,,1,,,,,,,,,,,,1,,,,
2019-09-29 12:00,Sun,14800,동면,1,,,,1,,,,,,,,,,,,,1,,,,,
2019-09-29 12:13,Sun,23800,조운동,1,,,,,,,,1,,,,1,,1,,,,,1,,,
2019-09-29 13:50,Sun,15300,신사우동,1,,,1,,,,,1,,,,,,,,,,,,,,
2019-09-29 13:59,Sun,15300,후평 1동,1,1,1,,1,,,,,,,,,,,,,,,,,,
2019-09-29 14:02,Sun,29900,효자 2동,3,,,,,,,,,,,,,,,,,2,,1,,,
2019-09-29 15:05,Sun,19600,효자 2동,1,,,,,,1,,,,,,,1,,,,1,,,,,
2019-09-29 15:22,Sun,27800,강남동,1,,,,3,,,,3,,,,,,,,,,,,,,
2019-09-29 15:31,Sun,14800,후평 3동,1,,,,,,,1,,,,,,,,,,,,,,,1
2019-09-30 12:35,Mon,18600,동면,2,,,,,,1,,,,,,,,,,,,1,,,,
2019-09-30 12:47,Mon,17300,강남동,1,1,,,,,,,,,,,,,,,,1,1,,,,
2019-09-30 13:03,Mon,18600,후평 3동,2,,,,2,,,,,,,,,,,,,,,,,,
2019-09-30 13:43,Mon,27600,퇴계동,2,,,,2,,1,,,,,,,,,,,1,,,,,
2019-09-30 15:17,Mon,15500,신사우동,,,,1,,,,1,,,,,,,,,,,,1,,,
2019-09-30 16:04,Mon,16000,효자 1동,,3,,,1,,,,,,,,,,,,,,,,,,
2019-10-02 11:58,Wed,19300,석사동,1,,,1,,,,1,,,,,,,1,,,,,,,,
2019-10-02 12:35,Wed,15500,후평 3동,,,,,,1,1,,,,,,,,,,,,,1,,,
2019-10-02 14:16,Wed,17000,후평 3동,,1,,,2,,,,,,,,,,,,,,,1,,,
2019-10-02 14:18,Wed,16000,후평 2동,,1,,,1,,,,2,,,,,,,,,,,,,,
2019-10-02 15:57,Wed,24500,동면,,2,1,,,,,,,,,,,,,,,2,2,,,,
2019-10-02 16:12,Wed,15000,동면,,1,,,1,,,,1,,,,,,,,,,1,,,,
2019-10-03 11:07,Thur,17800,소양동,1,,,1,,,,,,1,,,,,,,,,1,,,,
2019-10-03 11:20,Thur,14300,후평 2동,1,,,1,,,,,1,,,,,,,,,,,,,,
2019-10-03 11:53,Thur,18300,후평 1동,1,1,1,,,,,1,,,,,,,,,,,1,,,,
2019-10-03 12:05,Thur,16100,후평 2동,2,,,,,,1,,,,,,,,,,,,,,,,
2019-10-03 12:12,Thur,22300,후평 1동,1,1,,,,,,1,1,,,,,,,,,,,1,,,
2019-10-03 12:17,Thur,28300,후평 2동,1,2,2,,,,,,,,,,,,,,,1,,1,,,
2019-10-03 12:28,Thur,15800,조운동,1,,,,,,,,,,,,,,1,,,,,1,,,
2019-10-03 12:54,Thur,14300,동내면,1,,,,,,1,,,,,,,,,,,,2,,,,
2019-10-03 13:17,Thur,24000,후평 1동,,1,,,,,2,,,,,,,,,,,,2,1,,,
2019-10-03 13:42,Thur,18800,교동,1,1,,1,,,,,,,,,1,,,,,,,,,,
2019-10-03 14:20,Thur,19600,후평 1동,2,,,,,,1,,1,,,,,,,,,,,,,,
2019-10-03 14:25,Thur,22800,소양동,1,,,,2,,,,,,,,,,1,,,,,1,,,
2019-10-03 14:34,Thur,14800,퇴계동,1,,,,,,,,1,,,,,,,,1,,,,,,
2019-10-03 14:44,Thur,19300,효자 3동,,,,,,,1,,,1,,,,1,,,,1,,,,,
2019-10-03 14:50,Thur,21800,후평 2동,1,1,,,1,,1,,1,,,,,,,,,,,,,,
2019-10-03 14:50,Thur,15400,후평 2동,2,,,,,,,,,,,,,1,,,,,,,,,
2019-10-03 15:53,Thur,16000,신사우동,,,,1,,1,,,,,,,,,1,,,,,,,,
2019-10-04 12:29,Fri,15100,후평 3동,2,,,,,,,,1,,,,,,,,,,,,,,
2019-10-04 14:26,Fri,32900,교동,3,,,,,,,,,,,,,,2,,,,3,,,,
2019-10-05 12:39,Sat,31800,퇴계동,1,,,,1,,2,,1,1,,,,,,,,1,,,,,
2019-10-05 13:34,Sat,15300,동면,1,,,,,,1,,,,,,,,,,,,,,,,1
2019-10-05 14:19,Sat,15800,효자 1동,1,,,,,,,1,,,,,,,,,,,2,,,,
2019-10-05 15:00,Sat,15500,후평 1동,,,,,,1,,,,1,,,,,,,,1,,,,,
2019-10-05 11:03,Sat,20900,소양동,3,,,,,,,,,,,,,,,,,1,,,,,
2019-10-06 11:08,Sun,15800,석사동,,,,1,1,,,,,,,,,1,,,,,1,,,,
2019-10-06 11:25,Sun,21300,후평 2동,1,2,2,,,,,,,,,,,,,,,1,,,,,
2019-10-06 11:58,Sun,18300,효자 3동,1,1,,,1,,,,,,,,,,,,,1,,,,,
2019-10-06 12:05,Sun,15300,효자 3동,1,,,,,1,,1,,,,,,,,,,,,,,,
2019-10-06 12:31,Sun,16300,소양동,1,1,,,,,,,1,,,,,,,,,,1,,,,
2019-10-06 12:51,Sun,25300,후평 3동,1,,,2,1,,,,2,,,,,,,,,,,,,,
2019-10-06 13:51,Sun,19300,소양동,1,1,,,,,1,,,,,,,,,,1,,,,,,
2019-10-07 11:12,Mon,19800,퇴계동,1,,,1,,,,,,,,,1,,,,,1,,,,,
2019-10-07 12:00,Mon,16100,효자 3동,2,,,,,,1,,,,,,,,,,,,,,,,
2019-10-07 12:24,Mon,17300,후평 2동,1,1,,,,,,,,,,,,,1,,,,1,,,,
2019-10-07 13:31,Mon,15100,소양동,1,,,,,,1,,,,,,,1,,,,,,,,,
2019-10-07 15:41,Mon,15600,후평 1동,2,,,,,,,1,,,,,,,,,,,,,,,
2019-10-07 16:12,Mon,17300,신사우동,1,1,1,,,,,,,,,,,,,,,,,1,,,
2019-10-07 16:49,Mon,16100,효자 2동,2,,,,,,1,,,,,,,,,,,,,,,,
2019-10-09 11:09,Wed,14300,강남동,1,,,1,1,,,,,,,,,,,,,,,,,,
2019-10-09 11:18,Wed,16100,퇴계동,1,,,,,,1,,,,,,,,,,,,,,,,
2019-10-09 11:21,Wed,14800,후평 2동,1,,,,,,,2,,,,,,,,,,,,,,,
2019-10-10 12:02,Thur,15100,퇴계동,2,,,,1,,,,,,,,,,,,,,,,,,
2019-10-10 12:08,Thur,18300,동면,1,1,,,,1,,,1,,,,,,,,,,,,,,
2019-10-10 12:49,Thur,18600,후평 1동,2,,,,2,,,,,,,,,,,,,,,,,,
2019-10-10 13:05,Thur,68100,신사우동,7,,,,,,7,,,,,,,,,,,,,,,,
2019-10-10 14:32,Thur,16400,효자 2동,3,,,,,,,,,,,,,,,,,,,,,,
2019-10-11 11:18,Fri,14800,강남동,1,,,,1,,1,,,,,,,,,,,,,,,,
2019-10-11 11:24,Fri,17300,동면,1,1,,,1,,,,1,,,,,,,,,,,,,,
2019-10-11 11:34,Fri,14800,후평 3동,1,1,,,,,,,,1,,,,,,,,,,,,,
2019-10-11 12:38,Fri,15100,효자 2동,1,,,,,,1,,,,,,,1,,,,,,,,,
2019-10-11 14:09,Fri,20800,후평 3동,1,1,1,,,,,,,1,,,,,,,,1,,,,,
2019-10-11 14:29,Fri,15500,후평 1동,,,,1,,,,,,,,,,,,,,1,2,,,,
2019-10-11 15:00,Fri,14800,약사명동,,,,,,,,,,,,,,1,1,,,1,,,,,
2019-10-12 11:07,Sat,20500,조운동,,,,,1,1,,,1,,,,,,,,,,1,,1,,
2019-10-12 11:40,Sat,15100,효자 3동,2,1,,,,,,,,,,,,,,,,,,,,,
2019-10-12 12:00,Sat,17300,후평 1동,1,,,,1,,,,2,,,,,,,,,,,,,,
2019-10-12 12:38,Sat,15800,신사우동,1,,,,,,,2,,,,,,,,,,,,,,,
2019-10-12 13:02,Sat,19300,조운동,1,,,2,,1,,,,,,,,,,,,,,,,,
2019-10-12 13:11,Sat,23800,후평 1동,1,,,,1,,1,,,,,,,,,,,,,2,,,
2019-10-12 13:23,Sat,15300,교동,1,,,1,,,1,,,,,,,,,,,,,,,,
2019-10-12 15:22,Sat,26000,후평 2동,5,,,,,,,,,,,,,,,,,,,,,,
2019-10-13 11:08,Sun,14500,강남동,,,,2,,,1,,,,,,,,,,,,,,,,
2019-10-13 11:10,Sun,14500,후평 1동,,1,,,,1,,,,1,,,,,,,,,,,,,
2019-10-13 11:18,Sun,22800,후평 2동,1,,,2,,,,2,,,,,,,,,,,,,,,
2019-10-13 11:20,Sun,25800,석사동,,,,1,2,,,,,2,,,,1,,,,,,,,,
2019-10-13 11:30,Sun,15000,후평 2동,,1,1,,1,,,,,,,,,,,,,1,,,,,
2019-10-13 12:55,Sun,18500,후평 1동,,1,,1,,,,1,,,,,,,,,,,2,,,,
2019-10-13 13:01,Sun,14800,동면,1,,,,1,,,,,,,,,,,,,,,1,,,
2019-10-13 13:07,Sun,17300,후평 2동,,1,,,1,,,,,,,,,1,,,,1,,,,,
2019-10-13 13:15,Sun,41100,효자 1동,2,2,,,,,2,,,,,,,,1,,,2,,,,,
2019-10-13 13:48,Sun,21500,석사동,,,,,,,,,1,,,,2,,1,,,,1,,,,
2019-10-13 14:32,Sun,15600,후평 3동,1,,,,,,,,,,,,,1,,,,,2,,,,
2019-10-13 14:42,Sun,22800,동내면,1,1,1,1,,,,,,,,,,,,,1,1,,,,,
2019-10-13 14:48,Sun,21300,후평 2동,1,2,2,,,,,,,,,,,,,,,,,1,,,
2019-10-13 14:54,Sun,27600,후평 3동,1,,,2,,,,,,,,,,1,,,,1,,,1,,
2019-10-14 11:08,Mon,26000,소양동,,,,,2,1,,,1,,,,,,,,,1,,1,,,
2019-10-14 11:26,Mon,26900,동면,3,,,,,,,,3,,,,,,,,,,,,,,
2019-10-14 11:40,Mon,14800,후평 3동,1,,,,1,,,,,,,,,,,,,1,,,,,
2019-10-14 12:09,Mon,14800,후평 2동,1,,,,1,,,,,,,,1,,,,,,,,,,
2019-10-14 12:21,Mon,17300,후평 3동,1,,,,,,1,,1,,,,,,,,,,1,,,,
2019-10-14 13:22,Mon,14500,후평 3동,,1,,,,,1,,,,,,,,1,,,,,,,,
2019-10-14 13:47,Mon,18300,후평 1동,1,,,,1,,,,1,,,,1,,,,,,,,,,
2019-10-14 13:56,Mon,16400,동면,3,,,,,,,,,,,,,,,,,,,,,,
2019-10-14 15:21,Mon,28500,소양동,,,,,,,2,1,,2,,,,,1,,,,,,,,
2019-10-16 11:09,Wed,22800,후평 2동,1,1,,,1,,,,,,,,,,1,,,,,1,,,
2019-10-16 11:12,Wed,28900,동면,3,1,,,,,1,,,,,,,,,,,1,,,,,
2019-10-16 11:48,Wed,15500,동면,,,,,,,,,,1,,,,,1,,,,,1,,,
2019-10-16 12:15,Wed,22000,후평 1동,,,,,,,,,5,,,,,,,,,,1,,,,
2019-10-16 13:03,Wed,23300,퇴계동,1,,,1,,,1,,1,,,,,,,,,1,,,,,
2019-10-16 14:31,Wed,20300,후평 2동,1,,,,,,,,,1,,,,,1,,,,,1,,,
2019-10-16 15:01,Wed,15600,소양동,2,,,1,,,,,,,,,,,,,,,,,,,
2019-10-17 11:47,Thur,14800,후평 1동,1,,,,1,,,,,1,,,,,,,,,,,,,
2019-10-17 12:35,Thur,14800,조운동,1,,,,,,,,1,,,,,,,,,,,1,,,
2019-10-17 12:48,Thur,15800,후평 1동,1,,,,,1,,,,1,,,,,,,,,,,,,
2019-10-17 12:49,Thur,15300,효자 3동,1,1,,,,,,,,,,,,,,,,,2,,,,
2019-10-17 13:05,Thur,18300,신사우동,1,1,,,,,,,2,,,,,,,,,,,,,,
2019-10-17 13:16,Thur,24800,후평 1동,1,1,,,1,,1,1,,,,,,,,,,,1,,,,
2019-10-17 13:50,Thur,32300,소양동,1,1,1,,1,,1,,1,,,,,,,,,,,2,,,
2019-10-17 14:45,Thur,16300,후평 3동,1,1,1,,,,1,,,,,,,,,,,,,,,,
2019-10-17 15:41,Thur,18600,근화동,2,,,,2,,,,,,,,,,,,,,,,,,
2019-10-17 16:00,Thur,15800,동면,1,,,,,,,,,,,,,,,,,,,2,,,
2019-10-18 11:43,Fri,51900,퇴계동,8,,,,,,,,,1,,,,,1,,,,1,,,,
2019-10-18 12:08,Fri,17000,동면,,,,,2,,,,1,,,,,,,,,,,1,,,
2019-10-18 13:57,Fri,15300,후평 1동,1,1,1,,1,,,,,,,,,,,,,,,,,,
2019-10-19 11:09,Sat,15000,조운동,,1,1,,,,1,,1,,,,,,,,,,,,,,
2019-10-19 11:13,Sat,29000,석사동,,,,2,1,,,,2,1,,,,,,,,,,,,,
2019-10-19 11:17,Sat,29100,퇴계동,2,1,,,2,,,,2,,,,,,,,,,,,,,
2019-10-19 11:24,Sat,16300,후평 2동,1,1,1,,,,,,,,,,,,1,,,,,,,,
2019-10-19 11:45,Sat,18000,효자 3동,,,,1,1,,1,1,,,,,,,,,,,,,,,
2019-10-19 11:55,Sat,15800,소양동,1,,,,,,2,,,,,,,,,,,,,,,,
2019-10-19 12:00,Sat,18300,동면,1,,1,1,,,,,1,,,,,,,,,,1,,,,
2019-10-19 12:49,Sat,14800,소양동,1,1,,,,,,,,,,,,,,,1,,,,,,
2019-10-19 14:45,Sat,14800,효자 2동,1,,,1,,,,1,,,,,,,,,,,,,,,
2019-10-19 15:56,Sat,15800,신사우동,1,,,,1,,,,,,,,,,1,,,,,,,,
2019-10-19 16:20,Sat,15100,후평 2동,1,,,,,,,,,1,,,,1,,,,,,,,,
2019-10-20 11:05,Sun,14800,퇴계동,1,1,,,,1,,,,,,,,,,,,,,,,,
2019-10-20 11:18,Sun,18600,후평 2동,2,,,,2,,,,,,,,,,,,,,,,,,
2019-10-20 11:25,Sun,19800,효자 1동,1,,,,2,,,,1,,,,,,,,,,1,,,,
2019-10-20 11:34,Sun,28100,동면,2,1,1,,1,,1,,1,,,,,,,,,,,,,,
2019-10-20 11:58,Sun,16300,신사우동,1,1,1,,,,,,1,,,,,,,,,,,,,,
2019-10-20 12:03,Sun,17300,후평 2동,1,1,,,2,,,,,,,,,,,,,,,,,,
2019-10-20 12:49,Sun,14300,석사동,1,,,1,,,,,1,,,,,,,,,,,,,,
2019-10-20 12:52,Sun,16400,효자 3동,3,,,,,,,,,,,,,,,,,,,,,,
2019-10-20 12:55,Sun,35200,석사동,4,,,,2,,,,2,,,,,,,,,,,,,,
2019-10-20 14:24,Sun,16100,후평 2동,2,,,,,,,,,,,,,,,,,1,,,,,
2019-10-20 14:59,Sun,16400,동면,3,,,,,,,,,,,,,,,,,,,,,,
2019-10-21 11:19,Mon,18300,동면,1,1,,,,,,,1,1,,,,,,,,,,,,,
2019-10-21 11:27,Mon,16300,강남동,1,,,,1,,,,1,,,,,,,,,,1,,,,
2019-10-21 11:34,Mon,22800,동면,1,1,,,,,1,,1,,,,,,,,,1,,,,,
2019-10-21 11:36,Mon,20800,효자 2동,1,1,1,,,1,1,,,,,,,,,,,,,,,,
2019-10-21 11:27,Mon,17300,강남동,1,,,,1,,,,,,,,,,,,,1,1,,,,
2019-10-21 11:47,Mon,28600,신사우동,2,,,,2,,,,,,,,,,,,,,,2,,,
2019-10-21 11:58,Mon,47600,효자 2동,2,,,,,,5,,,,,,,,3,,,,,,,,
2019-10-21 12:36,Mon,33700,후평 2동,4,1,,,,,2,,,,,,,,,,,,,,,,
2019-10-21 12:48,Mon,15800,소양동,1,1,1,1,,,,,,,,,,,,,,,,,,,
2019-10-21 13:28,Mon,14800,후평 3동,1,,,,1,,,,,,,,,,,,,1,,,,,
2019-10-21 13:47,Mon,54700,동내면,9,,,,,,,,2,1,,,,,,,,,,,,,
2019-10-21 17:06,Mon,16400,후평 1동,3,,,,,,,,,,,,,,,,,,,,,,
2019-10-23 11:06,Wed,15800,소양동,1,,,,,,1,,,1,,,,,,,,,,,,,
2019-10-23 11:17,Wed,17300,동면,1,,,,1,,,,2,,,,,,,,,,,,,,
2019-10-23 13:12,Wed,23600,동면,2,,,1,,,,2,,,,,,,,,,,,,,,
2019-10-23 13:56,Wed,14500,효자 2동,,1,1,,,,,1,1,,,,,,,,,,,,,,
2019-10-24 11:03,Thur,25300,동면,1,2,,,1,,1,,1,,,,,,,,,,,,,,
2019-10-24 11:18,Thur,18800,동면,1,,,,1,,,,,,,,,,,,,1,,,,,1
2019-10-24 11:53,Thur,21800,후평 1동,1,,,,,,,,3,,,,,,,,,1,,,,,
2019-10-24 12:35,Thur,28300,소양동,1,,,2,,2,,,,,,,,,1,,,,,,,,
2019-10-24 12:59,Thur,26900,동면,3,,,,3,,,,,,,,,,,,,,,,,,
2019-10-24 13:35,Thur,17300,후평 2동,1,,,,,,1,,1,,,,,,,,,,1,,,,
2019-10-24 11:06,Thur,15100,효자 2동,1,,,,,,1,,,,,,,1,,,,,,,,,
2019-10-24 14:06,Thur,15800,후평 1동,1,,,,,,1,,,,,,,,1,,,,,,,,
2019-10-24 14:25,Thur,21000,효자 3동,,,,,,,1,1,1,,,,,,,,,,1,1,,,
2019-10-24 16:35,Thur,15300,소양동,1,,,,,,,1,,,,,,,,,,1,,,,,
2019-10-24 17:18,Thur,14300,후평 2동,1,,,,,,,1,1,,,,,,,,,,,,,,
2019-10-25 11:15,Fri,18300,강남동,1,,,,,,,,,,,,,,,,,2,1,,,,
2019-10-25 11:16,Fri,27300,강남동,1,1,1,,1,,,,1,,,,,,,,,1,,,,,
2019-10-25 11:51,Fri,22800,동면,1,,,,1,,1,,1,,,,,,,,,,,1,,,
2019-10-25 12:31,Fri,14300,후평 3동,1,,,1,1,,,,,,,,,,,,,,,,,,
2019-10-25 12:33,Fri,15000,후평 3동,,,,1,,,,,,1,,,,,1,,,,,,,,
2019-10-25 13:45,Fri,17500,후평 1동,,,,,2,,,1,,,,,,,1,,,,,,,,
2019-10-25 14:16,Fri,18600,조운동,2,,,,,1,,,,,,,,,,,,,1,,,,
2019-10-26 11:03,Sat,14800,후평 3동,1,1,,,,,1,,,,,,,,,,,,,,,,
2019-10-26 11:54,Sat,25800,근화동,2,,,,,,1,,1,,,,,,,,,,1,1,,,
2019-10-26 12:07,Sat,14800,후평 3동,1,1,,,,,1,,,,,,,,,,,,,,,,
2019-10-26 12:47,Sat,17300,근화동,1,1,,,2,,,,,,,,,,,,,,,,,,
2019-10-26 12:47,Sat,20600,후평 2동,2,,,,,,1,,,,,,,,1,,,,,,,,
2019-10-26 12:52,Sat,20100,후평 3동,2,,,,1,,,,,,,,,,,1,,,,,,,
2019-10-26 13:04,Sat,15100,근화동,2,1,,,,,,,,,,,,,,,,,,,,,
2019-10-27 23:02,Sun,35600,동면,7,,,,,,,,,,,,,,,,,,,,,,
2019-10-27 11:02,Sun,16000,후평 1동,,,,,2,,,,2,,,,,,,,,,,,,,
2019-10-27 11:18,Sun,14800,후평 2동,1,,,,,,,2,,,,,,,,,,,,,,,
2019-10-27 11:33,Sun,17800,소양동,1,1,,1,,,,,1,,,,,,,,,,,,,,
2019-10-27 11:51,Sun,19800,소양동,2,,,,,,1,,,,,,,,,,,1,,,,,
2019-10-27 11:57,Sun,22300,후평 2동,2,,,,1,,,,1,,,,,,,,,1,,,,,
2019-10-27 12:40,Sun,17300,소양동,1,1,,,2,,,,,,,,,,,,,,,,,,
2019-10-27 12:51,Sun,18800,동면,1,,,,1,,1,1,,,,,,,,,,,,,,,
2019-10-27 13:01,Sun,14800,효자 3동,1,,,1,,,,1,,,,,,,,,,,,,,,
2019-10-27 13:20,Sun,15800,효자 3동,1,,,,,,,,,,,,,,1,,,1,,,,,
2019-10-27 13:42,Sun,18500,석사동,,,,2,1,,,,,,,,,,,,,,2,,,,
2019-10-28 11:14,Mon,19800,후평 3동,1,,,,,,1,1,,,,,,,1,,,,,,,,
2019-10-28 11:17,Mon,14800,강남동,1,,,,1,,,,,,,,,,,,,1,,,,,
2019-10-28 11:40,Mon,15800,후평 3동,1,,,,,,,,,1,,,,,1,,,,,,,,
2019-10-28 12:15,Mon,18300,후평 2동,1,1,,,1,,,,,,,,,,,,,1,,,,,
2019-10-28 12:55,Mon,14800,후평 2동,1,,,,1,,,,1,,,,,,,,,,,,,,
2019-10-28 13:31,Mon,23300,효자 2동,1,,,,1,,1,1,,1,,,,,,,,,,,,,
2019-10-28 13:39,Mon,17300,동면,1,2,,,,,,,1,,,,,,,,,,,,,,
2019-10-28 13:43,Mon,15000,후평 1동,,1,1,,1,1,,,,,,,,,,,,,,,,,
2019-10-28 13:45,Mon,26600,후평 2동,2,1,,,2,1,,,,,,,,,,,,,,,,,
2019-10-28 14:20,Mon,34600,후평 3동,2,,,,2,,,,2,,,,,,,,,2,,,,,
