Student,Exam1,Exam2,Exam3,Exam4,Exam5,Exam6,Exam7,Exam8,Exam9,Exam10,Exam11,Exam12,Exam13,Exam14,Exam15,Exam16,Exam17,Exam18,Exam19,Exam20,Exam21,Exam22,Exam23,Exam24,Exam25
student521,69,100,95,91,97,73,87,73,90,50,93,67,60,73,74,54,86,63,97,89,64,75,56,66,97
student522,62,88,79,65,55,66,71,83,79,94,75,78,59,88,99,83,53,84,75,87,92,58,94,68,73
student523,99,68,71,54,70,79,79,89,77,69,98,92,98,84,69,71,82,82,56,79,80,73,73,54,85
student524,50,83,63,80,61,70,74,96,51,55,79,75,80,96,93,100,77,53,78,50,71,53,94,96,94
student525,81,68,79,83,59,71,68,86,88,97,68,87,92,75,100,99,77,85,71,95,95,62,74,93,73
student526,67,90,82,99,84,99,99,68,91,99,80,67,72,90,86,56,97,89,53,82,93,99,59,98,81
student527,84,74,83,59,97,82,69,81,62,89,79,88,92,57,99,89,73,99,54,90,53,85,91,68,52
student528,90,50,68,97,52,91,98,100,68,61,75,67,86,89,98,75,91,100,100,90,54,54,98,99,60
student529,66,88,80,55,78,77,75,68,57,52,78,52,50,69,55,97,51,51,64,99,84,68,85,98,60
student530,51,64,98,55,64,56,86,75,54,60,50,66,89,57,86,87,82,61,68,83,66,64,93,72,92
student531,76,81,98,61,52,87,69,67,62,57,71,89,69,85,80,100,91,64,60,95,98,72,99,92,71
student532,59,70,80,50,51,88,52,73,94,52,67,66,94,96,61,78,51,61,56,94,58,58,64,65,71
student533,65,91,59,93,98,52,69,98,69,63,89,87,63,76,56,62,77,75,74,82,50,100,69,74,85
student534,52,54,52,63,70,72,75,80,92,81,93,95,62,91,53,58,65,99,68,87,52,69,52,83,59
student535,56,53,63,59,57,91,55,58,99,80,64,97,59,50,71,52,100,88,79,82,82,51,93,82,90
student536,72,84,93,85,84,62,96,61,68,80,92,54,69,93,66,58,99,94,69,75,81,86,96,62,94
student537,67,67,68,74,53,73,87,66,57,59,74,95,67,81,55,76,57,60,85,95,86,63,98,81,52
student538,69,83,95,69,53,74,53,90,85,80,66,54,61,92,100,63,78,78,99,57,52,81,67,74,72
student539,60,78,70,77,93,72,66,70,70,74,54,84,76,84,68,58,99,89,67,50,75,72,58,86,67
student540,90,90,85,62,62,96,98,91,78,99,54,77,67,87,63,93,90,82,93,95,54,96,65,87,60
student541,68,55,74,63,59,95,50,65,74,74,60,68,69,100,88,51,93,84,75,67,79,86,83,74,57
student542,88,96,64,74,71,82,89,89,54,77,79,51,76,63,87,77,74,93,81,55,63,91,86,61,55
student543,50,66,89,55,80,76,84,64,53,50,100,69,50,76,63,95,91,63,94,68,60,67,79,71,86
student544,82,85,51,66,52,88,65,79,80,71,62,91,59,72,68,58,63,94,78,89,68,88,79,71,90
student545,50,88,88,61,88,92,71,96,83,99,60,87,79,63,64,90,64,83,94,75,73,71,85,99,92
student546,68,86,78,73,87,69,90,52,88,65,71,78,74,61,56,63,66,95,66,74,81,96,60,60,83
student547,51,71,72,63,74,73,60,100,88,82,71,70,53,70,85,83,79,75,88,79,93,69,61,91,89
student548,64,68,89,50,82,96,71,55,81,50,76,75,64,95,97,83,50,57,65,88,79,73,69,86,80
student549,59,73,78,95,91,70,89,85,84,77,56,78,97,68,89,70,64,71,89,81,76,73,58,92,82
student550,82,94,72,70,92,84,88,91,100,100,50,93,70,63,72,52,59,74,91,98,88,88,69,69,56
student551,66,81,75,67,62,69,54,73,79,78,91,52,52,72,83,91,88,78,65,66,52,55,56,52,99
student552,77,70,85,83,68,78,52,89,71,86,51,95,94,67,73,70,89,72,59,87,57,60,58,69,98
student553,94,91,78,89,72,77,55,86,63,61,50,63,61,74,93,58,98,97,75,63,85,90,56,92,58
student554,56,66,59,94,56,75,63,76,61,58,84,57,60,68,84,83,72,98,67,57,92,74,74,63,77
student555,70,67,58,89,86,53,66,61,77,95,83,87,93,97,77,100,100,89,72,90,86,75,95,75,54
student556,84,54,89,100,97,83,76,90,73,53,61,65,70,65,58,72,75,59,54,78,52,80,68,81,86
student557,83,91,96,91,79,74,97,92,58,71,73,56,64,100,96,75,85,96,55,83,83,52,50,52,61
student558,100,65,95,63,96,85,86,81,92,72,52,61,60,71,80,80,86,87,95,80,88,78,99,56,58
student559,81,99,86,73,58,50,75,59,92,68,89,96,55,50,59,74,59,81,81,91,69,77,83,83,82
student560,89,64,95,87,78,79,50,85,86,90,60,72,91,79,57,93,91,72,57,51,71,93,87,68,94
student561,54,50,70,78,97,64,51,51,94,53,68,57,54,73,89,60,91,81,94,60,76,87,77,96,50
student562,93,88,74,92,53,76,63,59,85,98,57,63,72,89,64,62,50,86,97,67,77,86,59,52,86
student563,61,54,51,93,94,81,58,97,87,53,68,90,50,58,94,92,65,71,79,61,88,73,95,56,85
student564,100,64,86,97,90,99,72,83,80,66,97,74,81,66,63,51,77,54,56,95,71,55,57,87,60
student565,93,73,80,74,78,65,87,66,91,100,78,61,61,56,70,88,85,79,87,94,86,94,91,56,86
student566,77,87,93,90,99,65,99,52,53,95,54,74,79,54,97,78,74,69,79,69,63,65,83,60,79
student567,66,95,72,88,85,75,83,81,73,65,57,90,69,61,80,91,60,77,96,84,63,82,60,83,66
student568,82,50,89,76,64,95,78,97,65,80,64,72,90,53,84,97,60,73,100,64,97,84,92,67,69
student569,74,52,96,61,97,65,84,87,95,69,68,63,96,88,75,70,98,81,96,58,54,80,94,100,62
student570,92,84,90,96,53,94,93,69,81,82,77,65,82,66,80,77,62,54,52,97,65,50,56,73,60
student571,75,59,63,95,65,64,78,70,58,95,57,92,89,52,91,66,95,100,96,64,50,67,69,63,58
student572,68,71,60,52,66,94,65,58,73,76,84,62,87,55,53,75,52,64,76,99,66,88,87,51,69
student573,77,55,97,63,58,89,86,100,53,55,100,85,99,95,92,66,71,50,76,74,68,89,66,92,60
student574,67,72,50,64,59,56,94,60,80,64,100,66,73,78,70,82,79,58,51,58,52,57,50,51,92
student575,78,56,60,58,71,72,77,62,70,58,79,74,57,67,75,77,72,80,72,59,85,55,72,54,77
student576,92,68,67,81,83,79,92,80,70,54,55,58,92,57,56,84,98,69,90,54,72,65,85,55,59
student577,73,91,67,70,57,84,76,78,99,51,60,57,96,86,61,59,56,55,66,66,67,67,87,61,99
student578,89,62,80,53,54,86,99,78,75,60,68,98,93,61,52,73,81,50,85,53,79,66,90,75,63
student579,75,90,79,53,77,62,94,86,56,80,89,76,61,83,58,95,50,84,55,57,95,70,51,64,58
student580,75,69,82,97,58,76,75,81,88,72,66,68,88,59,78,54,86,56,64,65,61,81,63,78,65
student581,50,78,85,53,63,54,54,95,89,66,62,99,71,56,57,97,66,66,88,99,85,78,79,76,62
student582,78,85,70,95,92,64,90,95,59,77,99,63,51,53,70,76,73,97,60,79,69,72,100,62,75
student583,62,89,99,85,50,53,82,58,59,63,96,61,91,88,91,65,78,86,93,83,60,94,89,65,64
student584,90,58,81,62,50,90,98,99,52,81,54,79,53,74,51,68,69,67,76,77,86,51,56,94,82
student585,74,90,54,58,87,54,76,74,52,61,82,92,74,66,67,87,82,62,66,73,63,73,76,81,85
student586,62,92,72,84,71,71,90,51,85,83,76,50,88,51,99,63,63,64,77,100,63,50,67,99,54
student587,88,51,54,63,79,62,80,98,66,53,68,94,91,91,85,67,60,86,50,82,95,74,89,100,55
student588,76,74,76,66,80,72,56,81,85,84,71,51,66,89,50,76,50,76,84,65,75,87,92,76,65
student589,97,66,85,84,76,67,74,89,98,78,53,77,70,79,71,94,72,100,72,84,83,57,63,78,94
student590,60,93,67,62,81,64,84,54,69,84,87,61,67,96,88,65,61,65,100,54,71,85,59,82,85
student591,79,79,71,52,99,66,84,65,70,56,74,57,98,58,95,90,100,56,77,87,87,97,90,86,70
student592,71,99,73,52,79,76,99,88,80,98,74,59,95,65,70,91,56,84,50,87,73,63,65,73,74
student593,57,84,97,68,60,81,95,75,77,53,75,53,90,66,57,98,59,76,91,70,90,76,80,100,54
student594,90,80,82,88,89,81,78,95,92,90,80,66,99,63,73,73,52,58,75,85,57,91,97,59,76
student595,77,72,81,67,79,52,74,63,84,86,98,87,57,68,93,87,54,76,98,56,51,82,87,61,50
student596,61,68,74,87,83,95,76,56,67,73,58,99,83,62,80,87,82,72,75,91,72,62,81,77,79
student597,61,60,53,73,96,67,50,77,70,99,74,78,81,55,50,87,88,65,54,90,70,58,73,77,91
student598,74,51,52,75,59,88,97,64,52,56,71,78,95,69,89,82,54,76,100,56,62,52,58,97,81
student599,79,59,70,76,57,81,55,55,56,58,77,59,64,51,73,100,74,82,79,82,66,74,81,96,50
student600,64,60,72,74,89,89,94,95,97,72,72,91,73,58,64,96,71,74,87,60,53,58,89,50,88
student601,57,68,100,63,82,61,55,85,93,76,57,63,70,51,78,76,52,66,65,69,77,57,69,88,65
student602,98,88,67,91,79,90,98,56,78,70,92,86,54,63,97,59,63,80,83,54,74,71,67,56,60
student603,80,83,90,79,76,72,75,82,86,89,84,86,69,68,90,93,71,77,63,52,89,79,71,71,55
student604,67,82,86,56,78,58,87,88,86,80,63,66,61,85,100,56,65,85,52,66,93,79,67,76,99
student605,70,50,74,88,74,75,58,64,81,97,93,98,69,61,78,95,79,63,70,63,100,72,72,68,91
student606,83,66,83,82,50,52,76,84,62,72,79,88,96,84,88,90,85,78,96,63,100,86,52,74,72
student607,51,64,85,58,98,97,56,96,55,94,70,89,65,74,54,64,98,81,73,68,85,50,99,83,59
student608,99,55,75,100,60,85,65,67,64,53,58,75,88,65,62,51,61,98,66,84,57,94,100,71,71
student609,71,88,99,61,89,79,94,75,84,63,82,82,82,52,65,93,69,79,79,51,65,93,79,58,58
student610,82,55,91,58,80,75,94,57,73,100,78,65,51,54,86,59,96,84,86,95,82,92,57,87,55
student611,82,59,55,51,91,78,62,76,85,92,76,55,50,62,53,78,78,65,86,96,79,96,89,100,51
student612,51,67,82,67,60,55,93,79,66,69,84,88,62,76,83,84,63,63,92,81,53,65,77,61,53
student613,93,99,73,74,65,77,65,56,57,58,56,67,56,75,58,83,52,85,85,57,83,64,51,85,79
student614,67,69,85,59,90,67,53,63,95,54,78,99,76,77,76,87,87,70,73,68,83,62,96,79,91
student615,96,99,62,53,64,56,79,76,68,64,97,95,78,90,70,67,72,52,75,60,77,80,67,52,94
student616,80,63,71,70,63,62,61,82,71,70,61,76,50,79,56,86,67,92,85,88,83,81,97,81,77
student617,52,61,70,88,64,83,88,66,63,91,54,89,93,77,94,92,67,85,67,66,89,50,83,82,78
student618,71,65,50,70,89,86,72,70,71,66,100,54,70,99,90,86,57,50,53,96,76,62,79,76,56
student619,79,65,93,66,57,86,57,96,60,65,51,93,91,82,68,85,68,92,97,79,90,58,79,94,68
student620,60,69,67,50,59,100,95,74,78,81,53,88,81,85,96,61,50,54,55,86,52,62,88,98,96
student621,74,82,98,90,72,76,88,53,57,68,85,76,87,67,65,95,69,74,66,64,69,69,54,62,87
student622,98,60,60,80,58,65,74,91,59,50,89,93,74,75,55,50,54,62,99,76,55,68,100,59,85
student623,64,99,98,62,88,59,86,82,99,72,88,51,87,60,86,75,90,65,63,56,98,54,97,51,70
student624,62,60,96,50,51,68,70,87,78,52,73,87,69,73,92,63,96,70,50,76,97,81,93,56,83
student625,55,50,99,78,64,74,52,100,93,61,99,100,68,97,53,63,67,84,77,73,50,95,77,89,71
student626,72,69,69,95,79,60,90,65,96,77,91,89,91,67,59,89,53,73,51,95,67,75,50,87,61
student627,56,100,91,70,62,78,82,58,76,94,57,61,56,52,87,59,100,100,88,60,89,57,77,64,72
student628,68,54,75,61,86,55,81,53,58,69,61,93,59,68,66,83,60,68,65,65,51,51,79,82,65
student629,59,66,94,88,95,78,51,92,74,64,94,62,90,86,92,82,51,100,58,83,80,56,71,52,91
student630,73,62,61,55,91,75,96,55,98,63,54,69,64,64,85,89,52,75,88,61,58,81,73,65,94
student631,67,50,93,71,68,55,75,78,84,97,86,54,95,64,61,79,77,58,92,58,79,92,70,80,66
student632,61,51,78,99,82,100,68,86,54,64,69,78,52,50,98,83,88,90,98,91,87,91,67,61,51
student633,51,56,88,50,53,87,50,66,66,68,63,78,77,53,61,97,70,84,88,77,90,93,55,68,76
student634,91,51,56,64,81,79,76,94,86,85,61,100,64,52,68,78,50,94,68,70,96,53,88,85,93
student635,71,66,89,96,60,84,86,84,86,57,80,84,62,77,100,87,61,77,54,67,73,62,56,89,64
student636,76,75,75,80,69,79,89,71,70,69,98,100,51,60,80,94,82,95,88,70,77,93,87,76,63
student637,64,90,72,55,67,80,92,86,50,79,51,65,62,66,73,56,63,79,65,66,58,72,60,68,88
student638,53,99,84,88,75,51,73,72,66,60,97,97,51,56,87,71,78,54,95,94,64,80,88,90,87
student639,84,57,82,100,51,94,95,88,52,74,59,92,53,99,64,66,58,92,60,70,82,89,55,98,51
student640,86,83,65,64,89,58,53,68,63,75,76,67,54,76,91,75,99,98,97,82,95,62,75,68,63
student641,61,69,70,58,66,88,99,89,93,53,99,99,74,78,54,55,60,76,57,99,69,83,87,92,77
student642,81,54,94,100,89,86,60,50,70,70,93,60,73,78,76,92,64,97,97,73,88,87,96,78,81
student643,70,64,89,81,78,61,68,99,80,99,60,76,63,88,72,80,91,51,67,84,70,87,89,68,68
student644,89,72,64,100,70,78,54,100,88,58,71,68,92,96,50,79,74,85,98,83,88,58,79,93,78
student645,93,90,100,63,80,72,79,57,69,53,65,79,72,74,99,100,79,99,69,77,74,66,75,83,53
student646,82,51,69,70,78,79,76,65,82,97,96,55,67,91,88,65,85,63,99,73,78,81,82,61,77
student647,55,51,77,68,57,78,51,68,60,84,77,54,79,84,79,73,89,92,63,72,76,85,78,88,80
student648,65,59,98,88,88,65,73,51,69,90,85,57,53,70,88,65,97,50,85,68,64,53,57,69,52
student649,94,58,64,71,75,77,91,90,60,81,88,89,52,72,86,92,60,100,69,82,50,62,88,83,67
student650,100,56,84,94,73,60,70,66,52,84,70,98,69,61,50,57,82,96,68,94,86,56,71,55,83
student651,83,53,72,70,56,78,58,80,59,73,86,55,57,69,57,85,60,86,98,80,52,70,92,63,73
student652,91,76,89,95,97,65,85,96,51,51,82,55,74,97,63,76,72,54,74,55,66,63,87,89,66
student653,76,66,64,94,92,51,96,86,54,96,74,88,59,82,73,79,99,84,78,80,98,59,77,74,63
student654,96,85,80,86,73,97,99,80,55,51,65,76,70,95,83,84,61,94,59,59,81,93,62,90,63
student655,75,82,88,96,99,89,91,75,55,93,100,59,80,100,70,62,88,52,54,52,91,56,58,83,90
student656,91,54,71,73,72,78,84,99,100,91,80,88,76,83,82,68,58,81,78,96,72,56,52,98,53
student657,100,51,71,78,83,99,87,68,73,94,54,57,81,62,72,60,71,100,77,93,58,92,90,53,50
student658,91,95,75,55,57,81,79,55,84,88,94,61,56,83,56,70,90,76,78,62,67,100,66,56,62
student659,55,77,63,71,66,62,74,94,80,68,78,97,76,65,62,62,84,65,79,81,79,65,72,74,92
student660,79,97,83,79,65,74,90,58,72,71,54,59,100,56,96,94,80,90,66,82,60,55,67,74,69
student661,91,99,95,62,54,93,80,100,65,77,69,78,98,92,77,98,74,88,60,90,89,68,74,53,69
student662,100,65,99,55,54,94,70,65,87,59,63,76,92,97,64,76,68,84,70,82,98,55,82,74,100
student663,51,83,63,50,90,93,51,74,77,91,84,54,90,75,67,70,66,53,57,75,76,97,98,70,92
student664,51,58,92,57,76,56,62,75,65,96,78,88,85,77,58,76,94,74,78,75,56,96,68,78,65
student665,63,58,98,63,62,72,98,82,61,89,57,82,95,94,89,61,68,73,100,97,62,54,98,89,52
student666,53,86,88,69,82,55,72,90,72,96,62,58,58,55,96,50,63,79,84,62,76,56,52,87,98
student667,74,52,50,57,91,97,51,81,76,52,99,62,61,71,72,89,87,95,85,99,57,91,85,89,85
student668,83,52,69,89,66,84,50,72,71,87,69,97,58,83,56,76,68,52,80,64,71,100,67,81,55
student669,56,68,70,56,66,100,69,93,74,68,58,91,80,82,55,82,97,56,76,95,61,98,88,78,79
student670,81,98,82,63,89,89,79,82,76,62,100,99,91,91,56,52,53,54,66,93,68,55,96,82,96
student671,57,79,93,69,87,56,65,76,77,79,65,100,57,62,92,100,52,69,81,92,60,97,93,84,53
student672,74,77,77,88,86,95,84,74,92,58,86,79,56,61,52,83,57,85,89,91,97,57,66,77,66
student673,86,50,78,75,65,71,70,53,51,96,89,56,91,90,64,88,89,80,53,74,57,57,78,52,50
student674,59,75,84,65,97,92,55,77,86,66,80,66,59,81,54,74,64,86,55,59,68,92,52,52,76
student675,89,54,85,80,67,73,56,59,86,63,73,96,59,97,65,75,57,73,93,76,87,52,68,68,64
student676,76,82,93,81,94,65,98,58,50,56,71,67,50,67,51,85,53,78,92,87,89,57,66,84,66
student677,77,61,51,57,84,65,100,86,81,56,86,62,53,98,54,56,61,76,80,58,81,87,54,58,70
student678,84,64,87,71,89,82,84,69,96,50,87,58,99,97,66,94,66,80,60,60,100,51,84,71,80
student679,87,99,54,74,87,56,100,80,100,69,89,89,92,52,61,74,72,85,60,100,53,69,67,59,63
student680,60,66,95,77,64,97,94,81,91,56,83,54,95,59,77,57,98,88,72,95,51,64,98,84,57
student681,92,84,81,94,67,50,73,70,94,96,58,98,95,60,71,51,87,80,76,98,98,90,56,65,51
student682,71,85,83,59,83,95,85,69,72,68,98,89,50,71,85,99,79,58,69,85,86,82,70,92,87
student683,83,52,75,80,80,83,97,56,75,78,99,86,68,98,83,52,99,62,87,75,66,59,81,73,50
student684,95,90,73,80,89,54,75,74,70,76,67,76,100,69,68,57,99,99,71,50,76,68,85,54,86
student685,99,67,61,86,99,70,75,51,78,58,86,93,54,50,88,51,74,63,62,83,85,74,63,81,96
student686,97,82,86,67,100,72,62,67,71,63,59,50,71,56,86,52,54,70,50,67,98,83,52,81,88
student687,57,74,68,56,100,78,67,81,79,66,77,54,66,79,85,67,92,98,51,50,71,80,72,94,81
student688,83,54,58,98,87,58,85,97,56,61,75,87,89,55,80,79,53,89,77,54,88,50,93,73,91
student689,70,68,80,80,84,62,52,55,54,93,64,81,78,76,85,87,63,54,63,79,65,91,100,94,59
student690,67,88,86,79,75,60,72,99,55,72,75,87,87,81,52,59,76,95,54,60,98,76,62,82,81
student691,59,59,83,83,100,57,86,50,66,71,82,68,96,61,76,60,57,96,63,97,75,61,94,85,62
student692,87,70,70,96,81,79,90,81,91,68,51,81,87,67,80,96,82,96,60,77,86,63,54,82,72
student693,87,71,53,79,73,58,66,65,63,58,89,69,56,59,92,64,65,99,73,65,85,53,63,97,97
student694,62,80,74,55,64,91,89,62,67,85,53,100,57,74,94,100,79,96,54,75,69,91,69,55,86
student695,59,72,69,52,60,80,79,99,69,50,87,92,94,99,55,87,71,77,91,64,85,88,59,91,76
student696,69,53,75,64,54,84,63,100,60,96,96,76,97,99,74,73,58,54,61,74,93,57,94,79,90
student697,50,77,87,84,59,60,52,64,54,65,60,76,95,96,92,55,94,87,52,56,64,74,79,83,66
student698,65,84,91,83,92,61,78,61,74,87,97,77,77,55,91,73,63,81,98,84,71,92,79,58,85
student699,93,85,88,52,95,78,65,81,64,55,75,57,52,91,66,79,59,68,78,61,67,84,60,81,56
student700,71,91,89,83,70,80,56,73,83,93,92,94,89,77,94,86,94,65,64,52,50,51,65,54,54
student701,82,58,50,89,75,88,58,96,86,76,69,65,69,68,94,63,50,87,73,97,92,76,65,97,76
student702,50,86,64,92,94,99,67,97,55,93,68,70,60,82,73,74,68,84,72,98,85,58,94,80,50
student703,71,79,73,68,82,88,52,93,86,75,86,66,83,84,77,81,95,84,96,96,51,85,87,64,73
student704,86,54,98,68,94,89,79,53,70,91,50,65,73,80,93,53,51,95,73,69,99,84,74,86,68
student705,62,100,63,65,88,87,78,59,75,51,76,88,61,52,67,57,88,53,98,83,89,65,83,93,65
student706,58,66,64,60,73,53,86,76,51,84,63,50,89,95,51,62,66,67,77,72,84,90,66,69,55
student707,52,78,86,52,77,95,93,54,97,89,74,81,51,95,77,98,68,68,94,94,87,59,58,81,60
student708,64,58,86,89,87,86,67,51,65,92,55,67,59,61,56,69,69,99,79,80,60,78,55,93,69
student709,76,88,77,92,85,66,98,95,91,60,95,71,78,65,99,84,76,53,86,80,73,96,95,93,84
student710,97,96,97,76,94,96,83,100,89,98,88,97,97,59,79,85,65,68,55,70,77,88,74,73,73
student711,70,50,56,84,65,74,85,50,65,76,88,61,55,50,71,64,74,100,60,56,77,55,65,98,56
student712,81,98,77,86,69,64,51,56,69,60,85,87,70,61,61,83,73,51,67,87,94,59,80,89,77
student713,99,99,63,81,84,80,96,58,95,83,54,57,73,56,59,79,63,56,68,62,91,50,86,95,62
student714,93,93,69,51,91,86,54,100,73,87,58,100,89,70,76,86,85,50,77,62,90,93,64,61,98
student715,73,72,52,97,52,99,95,88,66,54,77,57,94,67,93,94,76,56,77,70,57,73,69,50,52
student716,97,87,55,95,93,70,72,56,51,63,59,96,91,88,51,97,81,78,71,95,66,64,77,51,83
student717,83,98,88,79,84,79,50,54,76,68,94,59,70,97,52,83,61,96,97,87,83,61,89,51,90
student718,86,71,64,64,97,88,55,66,56,62,64,51,94,52,76,74,82,77,94,81,77,66,94,74,73
student719,69,86,62,83,84,52,56,93,72,89,81,82,54,81,86,71,80,64,90,95,50,92,63,87,64
student720,50,72,100,83,55,64,77,74,61,85,67,73,56,84,90,61,62,99,56,82,62,81,69,55,64
student721,94,90,93,90,56,54,65,95,73,58,72,88,51,80,98,90,97,65,94,89,79,59,56,82,51
student722,89,93,92,79,83,56,80,85,72,89,69,89,62,61,84,61,100,79,91,94,100,66,55,64,66
student723,97,99,95,100,55,86,55,70,92,50,79,99,67,66,60,84,95,58,96,93,83,82,77,97,70
student724,77,67,56,96,81,74,62,67,62,97,65,69,57,74,67,88,98,72,73,70,64,82,98,70,96
student725,82,64,73,69,70,82,90,89,66,93,85,54,65,90,77,63,71,62,70,84,76,75,70,56,90
student726,62,93,97,61,74,71,67,64,59,89,94,74,51,86,71,93,92,74,66,72,93,59,94,80,63
student727,73,89,93,69,51,71,100,68,51,69,81,59,73,85,55,97,58,63,61,98,54,51,55,67,58
student728,90,94,87,70,57,84,84,84,56,63,85,78,99,99,56,75,78,51,60,83,67,97,72,93,93
student729,52,96,66,91,64,76,72,86,71,94,59,66,51,54,70,70,73,55,54,80,89,85,75,50,64
student730,75,67,87,64,86,69,90,73,60,98,70,56,80,98,73,63,80,70,84,64,54,70,84,75,69
student731,64,73,94,52,53,73,86,72,81,82,95,61,60,96,98,59,66,86,70,91,51,90,59,51,67
student732,100,65,69,81,92,84,92,99,91,70,51,90,62,100,83,95,79,99,60,67,78,74,99,93,67
student733,61,100,99,97,67,99,96,98,97,74,76,94,67,90,77,90,90,99,63,96,78,87,87,84,89
student734,86,53,61,70,98,88,98,100,91,95,56,65,63,60,76,97,86,99,85,87,90,85,56,76,100
student735,84,89,72,83,80,66,78,88,66,61,89,89,72,63,77,77,90,85,68,97,89,68,56,77,81
student736,97,81,93,55,58,91,83,68,57,50,65,50,94,69,64,71,62,55,96,74,83,95,82,89,53
student737,67,77,59,54,63,77,80,82,97,83,91,69,58,77,95,61,61,92,61,88,98,58,93,65,98
student738,66,93,57,56,56,95,51,78,53,90,82,86,93,62,69,96,98,91,72,64,94,79,55,50,70
student739,66,88,53,54,86,87,76,51,51,60,92,90,82,86,91,53,50,76,94,76,100,80,52,86,85
student740,65,64,92,54,55,64,96,99,94,56,53,92,61,63,58,71,62,60,65,54,73,61,76,57,96
student741,61,65,71,93,55,95,58,75,97,59,93,74,63,56,65,94,53,100,81,99,81,74,55,63,99
student742,55,89,66,99,56,57,69,94,53,72,95,85,89,87,64,79,79,60,81,97,59,69,68,93,59
student743,100,83,96,56,85,54,87,65,83,99,100,95,61,98,73,63,60,81,81,51,90,94,92,64,52
student744,83,94,66,57,51,65,75,90,74,71,50,82,82,59,63,81,76,84,97,57,60,66,61,55,53
student745,80,76,68,78,98,66,72,100,82,79,71,51,69,89,68,80,84,87,92,63,83,80,94,79,60
student746,92,58,94,81,57,61,78,70,57,98,65,56,65,97,80,78,69,66,91,52,89,97,97,63,73
student747,91,60,91,50,50,76,50,55,89,76,57,68,86,85,96,84,77,62,96,95,70,83,94,89,96
student748,87,79,54,60,97,92,82,92,53,78,52,97,99,96,97,67,61,86,64,67,88,75,94,87,73
student749,52,93,60,58,68,63,73,92,95,60,93,69,73,60,79,61,62,59,61,64,99,79,55,83,72
student750,96,100,77,93,81,65,56,83,77,78,61,97,74,82,70,59,63,63,53,69,71,94,98,88,65
student751,87,84,67,58,93,56,96,75,52,65,84,79,53,73,88,59,88,74,92,71,85,85,76,57,68
student752,72,100,100,77,90,52,68,60,93,58,72,52,79,61,55,73,83,53,83,66,87,62,52,72,84
student753,58,82,57,96,72,73,68,63,88,80,99,71,58,68,95,70,74,98,91,61,68,85,75,55,97
student754,75,50,73,79,55,95,55,90,98,99,68,91,53,80,77,77,52,51,80,71,54,89,95,63,51
student755,89,57,97,68,58,66,74,83,76,81,69,84,50,86,73,52,56,95,95,71,91,52,58,71,69
student756,71,64,92,66,96,61,67,89,90,54,62,84,71,71,69,54,68,54,67,62,99,62,85,58,94
student757,67,65,95,67,70,55,63,86,90,57,99,65,59,75,71,58,78,82,100,89,75,96,64,83,56
student758,70,56,56,88,56,88,79,66,73,79,90,82,81,82,53,77,84,81,80,67,75,83,86,83,75
student759,54,57,70,71,51,89,100,72,66,69,93,74,80,50,98,59,91,52,77,60,73,65,100,95,69
student760,68,96,86,64,74,93,87,97,70,53,57,55,68,97,79,57,63,94,67,78,95,80,92,50,84
student761,92,59,82,83,93,64,62,62,53,59,68,70,94,65,70,90,72,97,100,77,76,68,70,69,97
student762,52,51,70,82,58,99,97,58,76,67,77,66,78,76,59,59,99,56,76,76,70,62,64,86,90
student763,74,68,78,81,54,100,95,57,89,71,90,81,54,84,58,81,54,77,81,87,58,83,96,72,73
student764,88,55,91,61,69,65,83,59,83,51,61,76,79,68,85,84,83,66,50,73,76,59,71,84,94
student765,50,92,89,73,74,98,62,58,52,98,55,99,77,93,59,51,54,81,88,94,98,95,51,55,99
student766,81,100,68,52,72,61,64,72,99,55,59,80,99,71,91,53,74,79,57,91,68,69,90,69,78
student767,98,71,88,62,74,90,63,96,58,97,97,58,97,90,55,76,86,50,94,96,57,80,57,68,97
student768,95,88,52,72,88,77,79,62,59,56,89,78,75,75,89,97,69,57,54,96,93,67,94,94,62
student769,85,68,91,53,97,67,66,60,98,65,88,69,94,54,92,99,77,83,51,59,94,89,59,83,80
student770,54,50,79,59,56,81,91,80,96,90,58,96,94,100,75,59,89,63,79,87,60,55,57,78,100
student771,90,99,97,69,67,58,98,52,96,98,68,77,80,52,52,77,65,82,54,71,78,54,67,52,64
student772,75,66,94,73,94,69,87,69,80,65,52,66,52,84,84,72,100,65,89,100,84,84,70,89,51
student773,66,90,80,92,77,93,99,98,97,94,99,59,100,83,71,54,80,71,61,51,77,52,94,87,89
student774,60,88,51,65,62,70,74,88,82,65,51,78,75,53,93,91,53,67,92,53,84,86,67,74,84
student775,72,77,87,92,67,75,75,71,96,67,64,71,80,54,80,65,74,87,57,91,50,62,81,99,66
student776,75,98,79,78,66,64,66,50,83,95,59,87,54,52,76,52,62,95,59,69,69,62,65,84,95
student777,76,74,91,68,53,83,70,68,86,87,66,72,79,82,64,51,58,80,66,87,71,52,66,79,65
student778,86,53,89,63,56,87,56,65,83,84,52,61,75,54,67,59,88,68,66,74,67,78,86,73,79
student779,92,75,55,64,65,84,68,66,76,88,78,85,96,80,79,94,68,94,68,57,97,52,68,80,65
student780,62,69,70,72,93,91,93,68,79,88,91,92,74,99,82,100,86,70,84,58,68,81,97,54,60
student781,85,97,93,90,97,98,71,95,98,87,78,50,90,79,96,52,74,90,92,94,98,60,71,62,74
